title,genre,publisher,developer,console,total_sales,na_sales,jp_sales,pal_sales,other_sales,critic_score,release_date,num_platforms
Titanfall,Shooter,Electronic Arts,Respawn Entertainment,"PC, X360, XOne",5.08,3.00,0.06,1.57,0.46,0.00,2014-04-08,3
Tony Hawk's Pro Skater,Sports,Activision,Neversoft Entertainment,PS,5.02,3.42,0.02,1.38,0.20,96.00,1999-08-31,1
Warzone 2100,Strategy,Eidos Interactive,Pumpkin Studios,PS,5.01,2.79,0.00,1.89,0.33,0.00,1999-05-31,1
FIFA Soccer 06,Sports,EA Sports,EA Canada,"PS2, PSP, XB",5.00,1.17,0.04,2.94,0.86,80.00,2005-10-04,3
Star Wars: The Force Unleashed,Action,LucasArts,LucasArts,"PS3, X360",4.99,2.75,0.00,1.64,0.61,69.50,2008-09-16,2
Guitar Hero III: Legends of Rock,Misc,RedOctane,BudCat Creations,PS2,4.98,3.49,0.01,0.01,1.48,82.00,2007-10-28,1
Skylanders Giants,Misc,Activision,Toys for Bob,"PS3, Wii, X360",4.97,2.63,0.00,1.82,0.53,0.00,2012-10-21,3
Uncharted: Drake's Fortune,Action,Sony Computer Entertainment,Naughty Dog,PS3,4.97,2.32,0.12,1.73,0.80,87.00,2007-11-16,1
James Bond 007: Nightfire,Shooter,Electronic Arts,Eurocom Entertainment Software,"GC, PS2, XB",4.93,2.63,0.12,1.67,0.51,81.00,2002-11-18,3
The Simpsons: Road Rage,Racing,Electronic Arts,Radical Entertainment,"GC, PS2, XB",4.90,2.99,0.00,1.48,0.44,60.50,2001-12-01,3
Midnight Club: Los Angeles,Racing,Rockstar Games,Rockstar San Diego,"PS3, X360",4.90,3.31,0.06,0.99,0.55,81.50,2008-10-20,2
FIFA Soccer 2005,Sports,EA Sports,EA Canada,"GBA, GC, PS2, XB",4.89,1.08,0.04,3.13,0.63,82.50,2004-10-09,4
LEGO Pirates of the Caribbean: The Video Game,Action,Disney Interactive Studios,Traveller's Tales,"DS, PC, PS3, PSP, Wii, X360",4.88,2.13,0.00,2.15,0.59,71.40,2011-05-10,6
Enter the Matrix,Action,Atari,Shiny Entertainment,"GC, PS2, XB",4.83,2.84,0.12,1.64,0.24,65.00,2003-05-14,3
Saints Row 2,Action,THQ,Volition Inc.,"PC, PS3, X360",4.79,2.86,0.04,1.36,0.53,74.67,2009-01-05,3
Crash Team Racing,Racing,Sony Computer Entertainment,Naughty Dog,PS,4.79,2.57,0.44,1.57,0.21,92.00,1999-09-30,1
Tom Clancy's Ghost Recon Wildlands,Shooter,Ubisoft,Ubisoft Paris,"PC, PS4, XOne",4.77,2.05,0.22,1.87,0.62,73.67,2017-03-07,3
Skate 3,Sports,EA Sports,EA Black Box,"PS3, X360",4.74,2.26,0.00,1.92,0.57,83.00,2010-05-11,2
Driver 2,Action,Atari,Reflections Interactive,PS,4.73,2.36,0.02,2.10,0.25,70.00,2000-11-13,1
The Elder Scrolls IV: Oblivion,Role-Playing,Take-Two Interactive,Bethesda Softworks,"PC, X360",4.72,2.90,0.13,1.24,0.45,92.00,2009-07-07,2
Watch Dogs 2,Action,Ubisoft,Ubisoft,"PS4, XOne",4.71,1.69,0.12,2.27,0.64,0.00,2016-11-15,2
Grand Theft Auto: Episodes from Liberty City,Adventure,Rockstar Games,Rockstar North,"PS3, X360",4.69,1.70,0.16,2.21,0.61,90.00,2010-04-13,2
Just Dance 2015,Music,Ubisoft,Ubisoft Paris,"PS3, PS4, Wii, WiiU, X360, XOne",4.68,2.54,0.00,1.67,0.48,81.00,2014-10-21,6
Tony Hawk's Pro Skater 2,Sports,Activision,Neversoft Entertainment,PS,4.68,3.05,0.02,1.41,0.20,93.00,2000-09-20,1
NBA 2K19,Sports,2K Sports,Visual Concepts,"NS, PS4, XOne",4.67,3.40,0.04,0.54,0.68,0.00,2018-09-11,3
Dead Island,Action,Deep Silver,Techland,"PS3, X360",4.67,2.56,0.15,1.44,0.53,68.50,2011-09-06,2
True Crime: Streets of LA,Action,Activision,Luxoflux,"PS2, XB",4.65,2.85,0.02,1.42,0.36,0.00,2003-11-03,2
Assassin's Creed Odyssey,Action-Adventure,Ubisoft,Ubisoft Quebec,"PC, PS4, XOne",4.63,2.09,0.09,1.81,0.64,95.00,2018-10-05,3
Batman: Arkham Origins,Action-Adventure,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,"PS3, WiiU, X360",4.62,2.42,0.04,1.56,0.60,0.00,2013-10-25,3
Guitar Hero: World Tour,Misc,Activision,Neversoft Entertainment,"PC, PS3, X360",4.61,2.88,0.00,1.22,0.52,85.50,2009-07-26,3
Forza Motorsport 4,Racing,Microsoft Studios,Turn 10 Studio,X360,4.60,2.08,0.06,1.98,0.49,91.00,2011-10-11,1
Guitar Hero III: Legends of Rock,Misc,RedOctane,Vicarious Visions,Wii,4.60,3.04,0.00,1.12,0.44,86.00,2007-10-28,1
Namco Museum: 50th Anniversary,Misc,Namco,Digital Eclipse,"GBA, GC, PS2, XB",4.57,2.52,0.00,1.48,0.56,0.00,2005-08-30,4
Mass Effect 2,Role-Playing,Electronic Arts,BioWare Edmonton,"PS3, X360",4.56,2.77,0.06,1.27,0.45,94.00,2011-01-18,2
Star Wars Episode III: Revenge of the Sith,Action,LucasArts,The Collective,"PS2, XB",4.56,2.29,0.03,1.77,0.47,0.00,2005-05-04,2
LEGO Jurassic World,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,"PS3, PS4, WiiU, X360, XOne",4.56,2.01,0.05,1.93,0.57,0.00,2015-06-12,5
WWE SmackDown vs. Raw 2010,Fighting,THQ,JAKKS Pacific,"DS, PS2, PS3, Wii, X360",4.54,2.41,0.02,1.16,0.94,80.33,2009-10-20,5
Madden NFL 18,Sports,EA Sports,EA Tiburon,"PS4, XOne",4.53,3.36,0.00,0.49,0.67,85.00,2017-08-25,2
World Soccer Winning Eleven 9,Sports,Konami,Konami Computer Entertainment Tokyo,"PS2, XB",4.50,0.18,0.92,2.59,0.80,89.00,2006-02-07,2
Pro Evolution Soccer 2011,Sports,Konami,Konami,"PC, PS2, PS3, PSP, Wii, X360",4.50,0.54,0.91,2.28,0.78,60.00,2010-11-02,6
Rayman Legends,Platform,Ubisoft,Ubisoft Montpellier,"NS, PS3, PS4, PSV, WiiU, X360, XOne",4.48,1.17,0.03,2.76,0.52,70.00,2013-09-03,7
LEGO Batman 2: DC Super Heroes,Action-Adventure,Warner Bros. Interactive Entertainment,Traveller's Tales,"PC, PS3, Wii, WiiU, X360",4.47,2.34,0.00,1.66,0.47,0.00,2012-06-19,5
LEGO Harry Potter: Years 5-7,Action,Warner Bros. Interactive,Traveller's Tales,"DS, PC, PS3, PSP, Wii, X360",4.41,2.08,0.00,1.83,0.52,90.00,2011-11-11,6
Tomb Raider (2013),Action,Square Enix,Crystal Dynamics,"PS3, X360",4.41,1.46,0.09,2.32,0.54,87.00,2013-03-05,2
The Sims 2,Simulation,Electronic Arts,Maxis,"DS, GBA, GC, PC, PS2, PSP, XB",4.39,2.72,0.00,1.10,0.57,75.67,2005-12-07,7
Michael Jackson: The Experience,Misc,Ubisoft,Ubisoft Montpellier,Wii,4.37,2.64,0.01,1.33,0.39,56.00,2010-11-23,1
FIFA Soccer 2004,Sports,EA Sports,EA Canada,"GC, PS2, XB",4.35,0.88,0.04,2.86,0.56,81.00,2003-11-04,3
Asteroids,Shooter,Atari,Atari,2600,4.31,4.00,0.00,0.26,0.05,0.00,1981-01-01,1
Battlefield: Hardline,Shooter,Electronic Arts,EA DICE,"PC, PS3, PS4, X360, XOne",4.29,1.78,0.23,1.75,0.54,0.00,2015-03-17,5
Hitman 2: Silent Assassin,Action,Eidos Interactive,IO Interactive,"GC, PS2, XB",4.28,2.22,0.04,1.56,0.46,83.00,2002-10-01,3
Destiny: The Taken King,Shooter,Activision,Bungie,"PS3, PS4, X360, XOne",4.28,2.37,0.08,1.23,0.59,0.00,2015-09-15,4
Disney Infinity,Misc,Disney Interactive Studios,Unknown,"PS3, PSV, Wii, X360",4.26,2.64,0.00,1.13,0.49,0.00,2013-08-18,4
ESPN NFL 2K5,Sports,Sega,Visual Concepts,"PS2, XB",4.25,3.69,0.00,0.14,0.43,0.00,2004-07-20,2
Disney Infinity 2.0: Marvel Super Heroes,Action-Adventure,Disney Interactive Studios,Avalanche Software,"PS3, PS4, PSV, WiiU, X360, XOne",4.23,2.32,0.00,1.36,0.54,80.00,2015-05-09,6
Dragon Age: Origins,Role-Playing,Electronic Arts,BioWare Edmonton,"PS3, X360",4.23,2.72,0.11,0.97,0.43,86.00,2009-11-03,2
LEGO Dimensions,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,"PS3, PS4, WiiU, X360, XOne",4.23,2.07,0.00,1.62,0.54,0.00,2015-09-27,5
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Action,Rockstar Games,Rockstar North,"PS2, XB",4.21,2.69,0.00,1.22,0.31,97.50,2003-10-21,2
Star Wars: The Force Unleashed,Action,LucasArts,Krome Studios,"PS2, PSP, Wii",4.20,2.03,0.01,0.97,1.18,69.50,2008-09-16,3
Teenage Mutant Ninja Turtles,Platform,Ultra Games,Konami,NES,4.17,3.38,0.31,0.44,0.04,59.00,1989-06-01,1
Wall-E,Platform,THQ,Heavy Iron Studios,"DS, PC, PS3, PSP, Wii, X360",4.17,1.67,0.00,1.92,0.57,65.00,2008-06-24,6
Tomb Raider III: Adventures of Lara Croft,Adventure,Eidos Interactive,Core Design Ltd.,"PC, PS",4.16,2.25,0.12,1.61,0.18,77.50,1998-11-21,2
Frogger,Action,Hasbro Interactive,Millenium Interactive,PS,4.16,3.79,0.00,0.27,0.11,0.00,1997-09-30,1
The Beatles: Rock Band,Misc,MTV Games,Harmonix Music Systems,"PS3, Wii, X360",4.14,2.81,0.00,0.91,0.41,88.67,2009-09-09,3
Madden NFL 25,Sports,EA Sports,EA Tiburon,"PS4, X360, XOne",4.12,3.35,0.00,0.28,0.51,74.33,2013-11-15,3
Batman: Arkham Knight,Action,Warner Bros. Interactive,Rocksteady Studios,PS4,4.11,1.65,0.11,1.68,0.66,81.00,2015-06-23,1
FIFA 07 Soccer,Sports,EA Sports,Team Fusion,PS2,4.11,0.71,0.03,2.48,0.89,84.00,2006-10-03,1
FIFA Soccer 2003,Sports,EA Sports,EA Canada,"GC, PS2, XB",4.11,0.72,0.05,2.70,0.65,0.00,2002-11-12,3
Call of Duty: Finest Hour,Shooter,Activision,Spark Unlimited,"PS2, XB",4.10,2.29,0.01,1.52,0.28,0.00,2004-11-16,2
Carnival Games,Misc,Global Star Software,Cat Daddy Games,Wii,4.06,2.12,0.05,1.47,0.42,42.00,2007-08-28,1
Forza Motorsport 2,Racing,Microsoft Game Studios,Turn 10 Studios,X360,4.05,2.35,0.03,1.27,0.41,91.00,2007-05-29,1
Tekken Tag Tournament,Fighting,Namco,Namco,PS2,4.05,1.68,0.51,1.51,0.35,87.00,2000-10-25,1
Namco Museum Vol.3,Misc,Namco,Namco,PS,4.05,2.28,0.16,1.55,0.06,0.00,1997-01-31,1
Ratchet & Clank: Size Matters,Platform,Sony Computer Entertainment,High Impact Games,"PS2, PSP",4.04,1.53,0.13,1.50,0.89,85.00,2008-03-11,2
Mortal Kombat vs DC Universe,Fighting,Midway Games,Midway Amusement Games,"PS3, X360",4.04,3.10,0.00,0.52,0.43,76.00,2008-11-16,2
Sonic Generations,Platform,Sega,Sonic Team,"3DS, PS3, X360",4.04,1.75,0.03,1.78,0.46,71.00,2011-11-01,3
Far Cry 5,Action,Ubisoft,Ubisoft,"PC, PS4",4.02,1.44,0.15,1.80,0.62,71.00,2018-02-27,2
Rugrats in Paris: The Movie,Action,THQ,Avalanche Software,"N64, PS",4.02,2.36,0.00,1.42,0.24,0.00,2000-11-12,2
Burnout 3: Takedown,Racing,Electronic Arts,Criterion Games,"PS2, XB",3.99,2.07,0.00,1.54,0.38,93.00,2004-09-07,2
Dead Space,Shooter,Electronic Arts,EA Redwood Shores,"PC, PS3, X360",3.99,1.94,0.00,1.59,0.48,88.67,2008-10-13,3
Mafia III,Action-Adventure,2K Games,Hangar 13,"PS4, XOne",3.98,1.26,0.04,2.15,0.53,68.50,2016-10-07,2
Star Wars: The Force Unleashed II,Action,LucasArts,LucasArts,"DS, PC, PS3, Wii, X360",3.98,2.48,0.00,1.09,0.41,60.60,2010-10-26,5
Far Cry: Primal,Action-Adventure,Ubisoft,Ubisoft Montreal,"PC, PS4, XOne",3.98,1.21,0.07,2.18,0.52,76.67,2016-03-01,3
The Sims 2: Pets,Simulation,Electronic Arts,Maxis,"DS, GC, PC, PS2, PSP, Wii",3.95,1.76,0.00,1.43,0.76,58.33,2007-06-12,6
World Soccer Winning Eleven 8 International,Sports,Konami,Konami Computer Entertainment Tokyo,"PS2, XB",3.94,0.23,1.12,1.91,0.68,93.00,2005-02-01,2
NBA Live 2005,Sports,EA Sports,EA Canada,"GC, PS2, XB",3.94,3.19,0.00,0.35,0.40,85.00,2004-09-28,3
Sports Champions,Sports,Sony Computer Entertainment,SCE San Diego Studio,PS3,3.88,2.15,0.10,1.13,0.50,76.00,2010-09-17,1
Metal Gear Solid V: The Phantom Pain,Action,Konami Digital Entertainment,Kojima Productions,"PS4, XOne",3.87,1.46,0.52,1.40,0.49,0.00,2015-09-01,2
Battlefield V,Shooter,Electronic Arts,EA DICE,"PC, PS4, XOne",3.87,1.85,0.16,1.37,0.50,0.00,2018-11-20,3
Diablo III: Ultimate Evil Edition,Role-Playing,Blizzard Entertainment,Blizzard Entertainment,"PS4, XOne",3.86,1.45,0.08,1.80,0.53,0.00,2014-08-19,2
Tom Clancy's Ghost Recon,Shooter,Ubisoft,Red Storm Entertainment,"GC, PS2, XB",3.85,2.76,0.00,0.89,0.19,0.00,2003-02-09,3
Rocksmith 2014,Music,Ubisoft,Ubisoft San Francisco,"PC, PS3, PS4, X360, XOne",3.84,2.37,0.05,0.91,0.49,88.75,2016-10-04,5
Namco Museum Vol.1,Misc,Namco,Namco,PS,3.84,2.12,0.22,1.44,0.06,0.00,1996-07-31,1
Sonic's Ultimate Genesis Collection,Misc,Sega,Backbone Entertainment,"PS3, X360",3.84,2.29,0.00,1.08,0.47,81.00,2009-02-10,2
UFC 2009 Undisputed,Fighting,THQ,Yuke's Osaka,"PS3, X360",3.83,2.55,0.01,0.84,0.43,84.00,2009-05-19,2
Rocket League,Sports,505 Games,Psyonix Studios,"NS, PS4, XOne",3.80,1.10,0.00,2.25,0.45,86.33,2016-07-05,3
Minecraft: Story Mode,Adventure,Mojang,Telltale Games,"PS3, PS4, WiiU, X360, XOne",3.80,1.80,0.00,1.54,0.48,0.00,2016-12-13,5
BioShock Infinite,Shooter,2K Games,Irrational Games,"PS3, X360",3.79,1.96,0.06,1.29,0.48,95.00,2013-03-26,2
Portal 2,Shooter,Valve,Valve Software,"PS3, X360",3.79,2.24,0.03,1.11,0.41,96.00,2011-04-19,2
Tom Clancy's Rainbow Six: Vegas 2,Shooter,Ubisoft,Ubisoft Montreal,"PC, PS3, X360",3.78,2.22,0.06,1.08,0.43,82.00,2008-04-15,3
Hitman: Absolution,Action,Square Enix,IO Interactive,"PS3, X360",3.76,1.27,0.08,1.96,0.45,0.00,2012-11-20,2
The Sims: Unleashed,Simulation,Electronic Arts,Maxis,PC,3.76,2.03,0.00,1.56,0.17,73.00,2002-09-23,1
BioShock 2,Shooter,2K Games,2K Marin,"PS3, X360",3.75,2.30,0.04,1.00,0.42,85.50,2010-02-09,2
WWE SmackDown vs. RAW 2007,Fighting,THQ,Yuke's,"PS2, PSP, X360",3.74,2.17,0.03,1.11,0.44,79.33,2006-12-06,3
Need for Speed: The Run,Racing,Electronic Arts,EA Black Box,"PC, PS3, X360",3.74,1.30,0.03,1.83,0.58,59.00,2011-11-15,3
Madden NFL 19,Sports,EA Sports,EA Tiburon,"PS4, XOne",3.72,2.96,0.00,0.20,0.57,0.00,2018-08-10,2
Marvel: Ultimate Alliance,Role-Playing,Activision,Raven Software,"PC, PS2, PS3, X360",3.71,3.32,0.00,0.07,0.33,81.25,2006-11-17,4
Midnight Club 3: DUB Edition,Racing,Rockstar Games,Rockstar Leeds,PSP,3.66,1.65,0.00,1.22,0.79,72.00,2005-06-27,1
The Sims: Bustin' Out,Simulation,Electronic Arts,Maxis,"GC, PS2, XB",3.65,1.90,0.00,1.53,0.23,79.00,2003-12-15,3
SOCOM: U.S. Navy SEALs,Shooter,Sony Computer Entertainment,Zipper Interactive,PS2,3.65,2.53,0.06,0.81,0.24,80.00,2002-08-27,1
Jak and Daxter: The Precursor Legacy,Platform,Sony Computer Entertainment,Naughty Dog,PS2,3.64,2.08,0.15,1.09,0.33,90.00,2001-12-04,1
SimCity 2000,Simulation,Maxis,Maxis,"PC, PS, SAT",3.64,1.88,0.28,1.30,0.18,80.00,1993-01-01,3
Finding Nemo,Action,THQ,Traveller's Tales,"GC, PS2, XB",3.64,2.43,0.05,0.94,0.22,0.00,2003-05-09,3
Prince of Persia: The Sands of Time,Adventure,Ubisoft,Ubisoft Montreal,"GBA, GC, PS2, XB",3.63,1.81,0.00,1.46,0.36,90.00,2003-11-06,4
Pro Evolution Soccer 2012,Sports,Konami,Konami,"PC, PS2, PS3, PSP, Wii, X360",3.63,0.63,0.93,1.58,0.49,74.00,2011-11-08,6
High School Musical: Sing It!,Misc,Disney Interactive Studios,Artificial Mind and Movement,"PS2, Wii",3.63,1.62,0.00,0.53,1.49,64.00,2007-10-30,2
Guitar Hero: World Tour,Misc,Activision,Vicarious Visions,Wii,3.62,2.32,0.00,0.96,0.34,84.00,2008-10-26,1
Tony Hawk's Underground 2,Sports,Activision,Neversoft Entertainment,"GC, PS2, XB",3.62,2.11,0.01,1.20,0.30,86.00,2004-10-04,3
Lego Batman 3: Beyond Gotham,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,"PS3, PS4, WiiU, X360, XOne",3.61,1.64,0.00,1.53,0.46,74.00,2014-11-11,5
Doom II,Shooter,GT Interactive,id Software,PC,3.61,2.05,0.00,1.40,0.16,93.00,1994-09-30,1
Cooking Mama 2: Dinner With Friends,Simulation,Majesco,Office Create,DS,3.58,1.60,0.10,1.49,0.39,69.00,2007-11-13,1
WWF SmackDown!,Fighting,THQ,Yuke's,PS,3.58,2.01,0.06,1.35,0.16,0.00,2000-03-01,1
Kung Fu Panda,Platform,Activision,Luxoflux,"PS3, X360",3.57,2.12,0.00,1.05,0.38,75.00,2008-06-03,2
The Getaway,Action,Sony Computer Entertainment,Team Soho,PS2,3.54,1.23,0.05,1.77,0.49,77.00,2003-01-19,1
Skylanders: Trap Team,Platform,Activision,Toys for Bob,"PS3, PS4, Wii, X360, XOne",3.53,1.83,0.00,1.28,0.41,0.00,2014-10-05,5
WWE SmackDown vs. Raw 2011,Fighting,THQ,JAKKS Pacific,"PS2, PS3, PSP, Wii, X360",3.51,1.63,0.01,1.32,0.54,71.00,2010-10-26,5
Need for Speed (2015),Racing,Electronic Arts,Ghost Games,"PC, PS4, XOne",3.51,0.94,0.06,2.04,0.47,68.50,2015-11-03,3
Cars,Racing,THQ,Rainbow Studios,"GC, PS2, Wii, X360, XB",3.51,2.93,0.00,0.31,0.29,73.00,2006-06-06,5
Max Payne 3,Shooter,Rockstar Games,Rockstar Vancouver,"PS3, X360",3.49,1.45,0.07,1.55,0.40,0.00,2012-05-15,2
Mortal Kombat: Deadly Alliance,Fighting,Midway Games,Midway,"GBA, PS2, XB",3.46,2.59,0.00,0.67,0.19,82.00,2002-11-16,3
Sonic & SEGA All-Stars Racing,Racing,Sega,Sumo Digital,"DS, PS3, Wii",3.46,1.40,0.00,1.64,0.42,80.67,2010-02-23,3
Guitar Hero: On Tour,Misc,Activision,Vicarious Visions,DS,3.46,2.10,0.01,1.01,0.35,71.00,2008-06-22,1
Far Cry 2,Shooter,Ubisoft,Ubisoft Montreal,"PC, PS3, X360",3.45,1.16,0.03,1.83,0.46,84.33,2008-10-21,3
Halo: The Master Chief Collection,Shooter,Microsoft Studios,343 Industries,XOne,3.44,2.06,0.03,1.04,0.31,88.00,2014-11-11,1
WWE SmackDown vs. Raw 2009,Fighting,THQ,Yuke's Media Creations,"PS3, PSP, Wii, X360",3.44,1.94,0.01,1.07,0.42,79.67,2008-11-09,4
Tekken 4,Fighting,Namco,Namco,PS2,3.44,1.55,0.33,1.27,0.29,79.00,2002-09-23,1
James Cameron's Avatar: The Game,Action,Ubisoft,Ubisoft Montreal,"DS, PC, PS3, PSP, Wii, X360",3.44,1.38,0.00,1.57,0.48,57.33,2009-12-01,6
Shrek 2,Platform,Activision,"Luxoflux, Inc.","GC, PS2, XB",3.43,2.25,0.04,1.08,0.07,68.33,2004-04-28,3
LittleBigPlanet 2,Platform,Sony Computer Entertainment,Media Molecule,PS3,3.43,1.83,0.06,1.07,0.47,91.00,2011-01-18,1
Crysis 2,Shooter,Electronic Arts,Crytek,"PC, PS3, X360",3.43,1.37,0.08,1.52,0.47,87.33,2011-03-22,3
The Elder Scrolls Online: Tamriel Unlimited,MMO,Bethesda Softworks,ZeniMax Online Studios,"PS4, XOne",3.43,1.60,0.00,1.37,0.46,0.00,2015-06-09,2
Grand Theft Auto 2,Action,Rockstar Games,DMA Design,PS,3.42,1.13,0.00,2.07,0.22,69.00,1999-10-25,1
Harry Potter and the Sorcerer's Stone,Action,Electronic Arts,Griptonite Games,"GB, GBA",3.42,1.81,0.18,1.28,0.15,66.00,2001-11-15,2
Crash Bash,Misc,Sony Computer Entertainment,Eurocom Entertainment Software,PS,3.39,1.56,0.19,1.47,0.17,68.00,2000-11-06,1
Final Fantasy XIII-2,Role-Playing,Square Enix,Square Enix,"PS3, X360",3.39,1.14,0.91,1.04,0.29,81.00,2012-01-31,2
Gears of War 4,Shooter,Microsoft Studios,The Coalition,XOne,3.38,2.17,0.00,0.90,0.32,0.00,2016-10-11,1
LEGO The Lord of the Rings,Misc,Warner Bros. Interactive Entertainment,Unknown,"DS, PS3, Wii, X360",3.37,1.49,0.00,1.52,0.35,0.00,2012-11-13,4
James Bond 007: Everything or Nothing,Shooter,Electronic Arts,EA Redwood Shores,"GC, PS2, XB",3.37,1.60,0.09,1.33,0.35,74.00,2004-02-17,3
Pure,Racing,Disney Interactive Studios,Black Rock Studio,"PS3, X360",3.36,1.80,0.00,1.17,0.39,76.50,2008-09-16,2
X-Men Legends,Role-Playing,Activision,Raven Software,"GC, PS2, XB",3.36,2.03,0.00,1.07,0.26,84.67,2004-09-21,3
WWF War Zone,Fighting,Acclaim Entertainment,Iguana Entertainment,PS,3.36,2.47,0.00,0.76,0.13,0.00,1998-07-14,1
Just Cause 2,Action,Square Enix,Avalanche Studios,"PS3, X360",3.35,1.04,0.08,1.75,0.49,81.50,2010-03-23,2
WWE SmackDown! vs. RAW 2006,Fighting,THQ,Yuke's,"PS2, PSP",3.34,1.81,0.04,1.12,0.36,81.00,2005-12-13,2
Deus Ex: Human Revolution,Shooter,Square Enix,Eidos Montreal,"PC, PS3, X360",3.34,1.52,0.09,1.33,0.42,87.67,2011-08-23,3
Max Payne,Shooter,Rockstar Games,Remedy Entertainment,PS2,3.31,1.99,0.05,1.05,0.22,81.00,2001-12-06,1
Rage,Shooter,Bethesda Softworks,id Software,"PC, PS3, X360",3.29,1.43,0.09,1.37,0.40,78.67,2011-10-04,3
Titanfall 2,Shooter,Electronic Arts,Respawn Entertainment,"PC, PS4, XOne",3.29,1.69,0.06,1.11,0.42,89.00,2016-10-28,3
Dishonored,Shooter,Bethesda Softworks,Arkane Studios,"PS3, X360",3.27,1.78,0.05,1.04,0.41,0.00,2013-04-16,2
Dead Space 2,Shooter,Electronic Arts,Visceral Games,"PC, PS3, X360",3.27,1.80,0.00,1.08,0.38,90.00,2011-01-25,3
Middle-Earth: Shadow of War,Action,Warner Bros. Interactive Entertainment,Monolith Productions,"PC, PS4, XOne",3.26,1.60,0.06,1.17,0.45,0.00,2017-10-10,3
Monopoly,Misc,Electronic Arts,EA Bright Light,"PS2, PS3, Wii, X360",3.25,1.66,0.00,1.25,0.34,0.00,2008-10-20,4
The SpongeBob SquarePants Movie,Platform,THQ,Heavy Iron Studios,"GC, PS2, XB",3.24,2.19,0.00,0.85,0.21,66.67,2004-10-27,3
NBA Street,Sports,EA Sports BIG,NuFX,"GC, PS2",3.21,2.52,0.00,0.31,0.39,0.00,2002-02-17,2
WWE 2K15,Sports,2K Sports,Visual Concepts,"PS3, PS4, X360, XOne",3.21,1.47,0.00,1.30,0.43,0.00,2014-11-18,4
Saints Row IV,Action,Deep Silver,Volition Inc.,"PC, PS3, X360",3.21,1.70,0.10,1.02,0.38,0.00,2013-08-20,3
The Incredibles,Action,THQ,Heavy Iron Studios,"GC, PS2",3.21,1.61,0.04,1.25,0.32,60.50,2004-10-31,2
007: Tomorrow Never Dies,Shooter,Electronic Arts,Black Ops Entertainment,PS,3.21,1.72,0.00,1.33,0.16,62.00,1999-11-16,1
WWF SmackDown! 2: Know Your Role,Fighting,THQ,Yuke's,PS,3.20,1.76,0.07,1.21,0.16,87.00,2000-11-21,1
Wolfenstein: The New Order,Shooter,Bethesda Softworks,MachineGames,"PS3, PS4, X360, XOne",3.20,1.19,0.05,1.53,0.41,0.00,2014-05-20,4
SpongeBob SquarePants: Battle for Bikini Bottom,Platform,THQ,Heavy Iron Studios,"GC, PS2, XB",3.19,2.27,0.00,0.74,0.19,66.00,2003-10-31,3
Harry Potter and the Half-Blood Prince,Action,Electronic Arts,Bright Light Productions,"DS, PS2, PS3, PSP, Wii, X360",3.19,1.12,0.00,1.26,0.80,60.00,2009-06-30,6
Plants vs Zombies: Garden Warfare,Shooter,Electronic Arts,PopCap Games,"PC, PS3, PS4, X360, XOne",3.18,1.39,0.02,1.39,0.37,78.00,2014-08-19,5
NBA Street Vol. 2,Sports,EA Sports BIG,EA Canada,"GC, PS2, XB",3.17,2.72,0.00,0.35,0.09,88.00,2003-04-28,3
Madden NFL 2001,Sports,EA Sports,EA Sports,"PS, PS2",3.17,2.77,0.05,0.12,0.24,0.00,2000-08-22,2
Cars 2,Racing,Disney Interactive Studios,Avalanche Software,"DS, PS3, Wii, X360",3.15,1.61,0.04,1.16,0.36,73.75,2011-06-21,4
Lego Star Wars: The Force Awakens,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,"3DS, PS3, PS4, PSV, WiiU, X360, XOne",3.15,0.88,0.08,1.78,0.38,0.00,2016-06-28,7
Just Cause 3,Action-Adventure,Square Enix,Avalanche Studios,"PC, PS4, XOne",3.15,1.08,0.09,1.60,0.40,73.67,2015-12-01,3
Club Penguin: Elite Penguin Force,Adventure,Disney Interactive Studios,1st Playable Productions,DS,3.14,1.87,0.00,0.97,0.30,70.00,2008-11-25,1
Spider-Man,Action,Activision,Neversoft Entertainment,PS,3.13,1.70,0.02,1.25,0.16,0.00,2000-08-30,1
Need for Speed III: Hot Pursuit,Racing,Electronic Arts,EA Canada,PS,3.12,2.14,0.00,0.86,0.13,0.00,1998-03-25,1
The Elder Scrolls IV: Oblivion,Role-Playing,Bethesda Softworks,4J Studios,PS3,3.12,1.69,0.14,0.86,0.44,93.00,2007-03-20,1
DJ Hero,Misc,Activision,FreeStyleGames,"PS2, PS3, Wii, X360",3.09,1.58,0.00,0.98,0.54,84.50,2009-10-27,4
Dishonored 2,Action,Bethesda Softworks,Arkane Studios,"PC, PS4, XOne",3.09,1.17,0.01,1.50,0.41,0.00,2016-11-10,3
The Sims 2: Castaway,Simulation,Electronic Arts,Maxis,"DS, PS2, PSP, Wii",3.09,1.44,0.00,1.14,0.49,0.00,2007-10-22,4
MySims Kingdom,Simulation,Electronic Arts,EA Redwood Shores,"DS, Wii",3.08,1.50,0.02,1.23,0.32,0.00,2008-10-28,2
